CVE ID,Description,CWE Mapping,References
** CVE-2024-38080,****,**** N/A,****
** CVE-2024-38112,****,**** N/A,****
** CVE-2024-38021,****,**** CWE-200,****
** CVE-2024-38053,****,**** N/A,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component affects Windows 11 and Windows Server 2022 systems. This flaw allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of this vulnerability requires an attacker to first take additional actions to prepare the target environment.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness could lead to the disclosure of NTLM hashes, which could be used as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-284,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be prioritized for patching by road warriors.",**** CWE-352,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,****,****,****
** CVE-2024-38084,****,**** CWE-120: Buffer Overflow,****
** CVE-2024-38098,****,**** CWE-20: Improper Input Validation,****
** CVE-2024-22982,****,**** CWE-20: Improper Input Validation,****
** CVE-2024-23171,****,**** CWE-119: Improper Input Validation,****
** CVE-2024-23186,****,"**** CWE-264: Permissions, Privileges, and Access Controls",****
** CVE-2024-23187,****,**** CWE-20: Improper Input Validation,****
** CVE-2024-23188,****,**** CWE-119: Improper Input Validation,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** CWE-295: Remote Code Execution,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** CWE-119: Buffer Overflow,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.","**** CWE-264: Permissions, Privileges, and Access Controls",****
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,****
** CVE-2024-38080,"**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems, allowing an attacker to increase their account privileges on a Windows machine. This flaw is actively being exploited.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allowing exploitation likely through the use of an ""attack chain"" of exploits. Successful exploitation requires an attacker to take additional actions before exploitation to prepare the target environment.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office, leading to the disclosure of NTLM hashes that could be leveraged as part of an NTLM relay or ""pass the hash"" attack. Exploitation would not occur just by simply previewing the file.",**** CWE-361,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network, another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,"**** This vulnerability allows an attacker to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** CWE-494: Access Control,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** CWE-798: Use of Hard-coded Credentials,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** This vulnerability is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A security vulnerability exists in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. An attacker could exploit the vulnerability to increase their account privileges on a Windows machine.,**** CWE-49,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080)
** CVE-2024-38112,"**** A security vulnerability exists in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. An attacker could exploit the vulnerability to execute arbitrary code on a target system.",**** CWE-400,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112)
** CVE-2024-38021,**** A security vulnerability exists in Microsoft Office that allows an attacker to execute arbitrary code on a target system. The vulnerability is due to the lack of input validation for Office files that contain malicious macros.,**** CWE-119,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021)
** CVE-2024-38053,**** A security vulnerability exists in Windows Layer Two Bridge Network that could allow an attacker to execute arbitrary code on a target system. The vulnerability is due to a flaw in the way Windows handles network packets.,**** CWE-20,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053)
** CVE-2023-23397,**** A security vulnerability exists in Microsoft Outlook that could allow an attacker to execute arbitrary code on a target system. The vulnerability is due to a flaw in the way Outlook handles email attachments.,**** CWE-400,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23397)
CVE-2024-38080,This is a bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
CVE-2024-38112,"This is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
CVE-2024-38021,"This is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
CVE-2024-38053,This is a security weakness in Windows Layer Two Bridge Network. It is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office that could lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38080,****,**** N/A,****
** CVE-2024-38112,****,**** N/A,****
** CVE-2024-38021,****,**** N/A,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** Not provided,**** Microsoft Security Blog
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** Not provided,**** Microsoft Security Blog
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** Not provided,"**** Microsoft Security Blog, Morphisec blog post"
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network that is another local network ""ping-of-death"" vulnerability.",**** Not provided,**** Microsoft Security Blog
** CVE-2024-38053,**** Windows Layer Two Bridge Network contains a security weakness that could allow remote code execution by pinging.  Vulnerable Windows hosts can be attacked by anyone on their local  network. This vulnerability is comparable to the one seen in the Windows WiFi driver patch from June 2024.,**** N/A,"**** Microsoft Patch Tuesday, July 2024 Edition"
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** CWE-250 (Execution with Unrestricted Scope),**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component in Windows 11 and Windows Server 2022 systems allows an attacker to increase their account privileges on a Windows machine. Attackers are actively exploiting this vulnerability.,**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080)
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, affects all hosts from Windows Server 2008 R2 onwards, including clients. Attackers are actively exploiting this vulnerability. Successful exploitation requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112)
** CVE-2024-38021,"**** A remote code execution vulnerability in Microsoft Office allows attackers to disclose NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack. While the Preview Pane is not an attack vector, attackers could exploit this vulnerability by sending a specially crafted file.",**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021)
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053)
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. CVE-2024-38112 allows an attacker to increase their account privileges on a Windows machine.",**** CWE-400: Unrestricted File Upload,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,"**** CWE-264: Permissions, Privileges, and Access Controls",****
** CVE-2023-21437,**** A vulnerability in Windows that could allow an attacker to gain SYSTEM privileges on a targeted system. This vulnerability is caused by a flaw in the way that the Windows kernel handles certain types of input.,**** CWE-416: Use After Free,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. This vulnerability allows an attacker to increase their account privileges on a Windows machine.,**** CWE-494: Elevation of Privilege,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. This vulnerability allows an attacker to bypass security features and execute arbitrary code on a target system.",**** CWE-20: Improper Input Validation,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-311: Missing Encryption of Sensitive Data,****
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network that is another local network ""ping-of-death"" vulnerability.",**** CWE-20: Improper Input Validation,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. Allows an attacker to increase their account privileges on a Windows machine. It is being actively exploited.,**** N/A,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation likely requires an ""attack chain"" of exploits or programmatic changes on the target host. It is being actively exploited.",**** N/A,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Successful exploitation leads to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, allowing an attacker to masquerade as a legitimate user without ever having to log in.",**** N/A,****
** CVE-2024-38053,"**** Another local network ""ping-of-death"" vulnerability in Windows Layer Two Bridge Network. Should be a priority for road warriors to patch.",**** N/A,****
** CVE-2024-38080,"**** This vulnerability allows attackers to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** N/A,**** None.
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** None.
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** None.
** CVE-2024-38053,**** This vulnerability is a security weakness in Windows Layer Two Bridge Network. It is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** N/A,**** None.
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component allows an attacker to increase their account privileges on a Windows machine.,**** [CWE-404](https://cwe.mitre.org/data/definitions/404.html),**** [Microsoft Security Bulletin](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080)
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to increase their account privileges on a Windows machine.",**** [CWE-79](https://cwe.mitre.org/data/definitions/79.html),**** [Microsoft Security Bulletin](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112)
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to disclose NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** [CWE-20](https://cwe.mitre.org/data/definitions/20.html),**** [Morphisec Blog Post](https://www.morphisec.com/blog/cve-2024-38021-remote-code-execution-vulnerability-in-microsoft-office)
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network is another local network “ping-of-death” vulnerability.,**** [CWE-20](https://cwe.mitre.org/data/definitions/20.html),**** [Automox Blog Post](https://www.automox.com/blog/patch-tuesday-july-2024-microsoft-fixes-27-cves)
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network that is another local network ""ping-of-death"" vulnerability.",**** N/A,**** https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-269,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network that should be a priority for road warriors to patch.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-120: Buffer Overflow,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network. It is another local network ""ping-of-death"" vulnerability.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** N/A,"**** This article discusses the discovery of a bad software update from cybersecurity vendor Crowdstrike that crippled countless Microsoft Windows computers across the globe, disrupting everything from airline travel and financial institutions to hospitals and businesses online. The faulty update caused Windows machines running the software to display the dreaded ""Blue Screen of Death,"" rendering those systems unusable.",**** N/A,****
** CVE-2024-38080,****,**** N/A,****
** CVE-2024-38112,****,**** N/A,****
** CVE-2024-38021,****,**** N/A,****
** CVE-2024-38053,****,**** N/A,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. This flaw allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,**** A remote code execution flaw in Microsoft Office that could lead to the disclosure of NTLM hashes.,**** CWE-264,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network, another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A remote code execution vulnerability exists in Microsoft Windows Hyper-V component that could allow an attacker to gain elevated privileges. This vulnerability is being exploited in the wild.,**** CWE-20,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,**** A remote code execution vulnerability exists in the MSHTML component of Microsoft Windows. This vulnerability is being exploited in the wild.,**** CWE-404,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38053,**** A denial of service vulnerability exists in Microsoft Windows Layer Two Bridge Network.,**** CWE-352,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38021,****,**** N/A,****
** CVE-2024-38080,****,**** N/A,****
** CVE-2024-38112,****,**** N/A,****
** CVE-2024-38080,"**** This vulnerability in the Windows Hyper-V component lets an attacker increase their account privileges on a Windows machine. It is being exploited actively, but Microsoft has not provided details about the attacks.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** CVE-2024-38112 is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of this flaw requires an “attack chain” and likely requires user action to complete. It affects all hosts from Windows Server 2008 R2 onwards, including clients.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** CVE-2024-38021 is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be used as part of an NTLM relay or “pass the hash” attack.","**** CWE-264: Permissions, Privileges, and Access Controls Weakness",**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** This security weakness in Windows Layer Two Bridge Network is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38053,"**** A local network ""ping-of-death"" vulnerability in Windows Layer Two Bridge Network allows an attacker to remotely execute code by sending a specially crafted data packet over a local network. This vulnerability is a priority for road warriors to patch.",**** CWE-120: Buffer Overflow,"**** Microsoft Patch Tuesday, July 2024 Edition - https://krebsonsecurity.com/2024/07/microsoft-patch-tuesday-july-2024-edition/"
** CVE-2024-38053,"**** This vulnerability in Windows Layer Two Bridge Network is a local network ""ping-of-death"" vulnerability that can be exploited by an attacker by sending a specially crafted data packet over a local network to a vulnerable Windows host.",**** N/A,****
** CVE-2024-38080,**** This vulnerability in Windows Hyper-V is a privilege escalation flaw that affects Windows 11 and Windows Server 2022 systems. It allows an attacker to increase their account privileges on a Windows machine.,**** N/A,****
** CVE-2024-38112,"**** This vulnerability in MSHTML is a weakness in the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,****
** CVE-2024-38080,"**** CVE-2024-38080 is a bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** Not provided,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component of Windows 11 and Windows Server 2022 allows an attacker to increase their account privileges on a Windows machine. This flaw is being actively exploited.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to exploit a vulnerability that likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host. This flaw is being actively exploited.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to disclose NTLM hashes, which could be used in an NTLM relay or ""pass the hash"" attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is a local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** N/A
** CVE-2024-38080,****  A security vulnerability exists in the way that Windows Hyper-V handles memory. An attacker who successfully exploited this vulnerability could run arbitrary code on a target system. Microsoft is aware of limited targeted attacks exploiting this vulnerability.,**** CWE-119,****
